topology,variant,n_agents,baseline_ev,final_ev,shadow_ev,shadow_stance_mean,delta_shadow,delta_shadow_sd,ii_mean,srf_mean,frac_shadow_B
ALL,own-last,5600,2.7525232777564717,4.392676302483907,4.907913416854093,5.0441071428571425,2.1553901390976216,2.3527918784094104,60.19087826172045,-6.62573756012503,0.6817857142857143
ALL,summary,2800,2.6619296627799303,4.378135749326268,4.523146653626531,4.6657142857142855,1.8612169908465999,1.8770526222510309,43.789798216511365,-20.656705903788897,0.6
chain,own-last,2400,2.752082742812827,3.9536124323011532,4.856980043366199,5.02625,2.1048973005533718,2.3233418011902884,106.44335460379556,-5.945672065572631,0.6725
chain,summary,1200,2.661597059648306,4.092313958744595,4.40461347042779,4.513333333333334,1.743016410779485,1.8604191265710446,60.9994458093148,-16.69349443837631,0.5666666666666667
circle,own-last,800,2.7532913999618014,5.465767123613115,5.2282828849086025,5.3775,2.474991484946802,2.500305595738497,31.58213449248279,-0.1960335406813175,0.75625
circle,summary,400,2.6625026055962464,5.317052212237929,4.798919925438994,4.94,2.1364173198427467,1.8264003111129232,2.3095557700125973,-1.0365141003359266,0.62
fc,own-last,800,2.752344258719107,5.345188367093405,5.0174418147484054,5.1775,2.2650975560292976,2.298354389042656,36.02344852430772,-27.144420094760644,0.71
fc,summary,400,2.6619632070266643,5.080224586608581,4.8069206837208185,5.02,2.144957476694155,2.0644076764585932,102.14884517916984,-89.18075988634037,0.64
star,own-last,1600,2.7528895285879558,4.038470664888683,4.769364544111524,4.8375,2.0164750155235684,2.3326291641346173,17.20025050193297,-0.6013465443576707,0.644375
star,summary,800,2.6621253239458427,3.9863657851017886,4.421172777471264,4.58,1.759047453525421,1.801417023467895,9.535924569226307,-2.1495920123585206,0.62
