dataset,model_key,prompt_strategy,model_condition,topology,minority_ratio,position_config,n,entropy_baseline_mean,entropy_baseline_std,entropy_r0_mean,entropy_r0_std,entropy_r1_mean,entropy_r1_std,entropy_r2_mean,entropy_r2_std,entropy_r3_mean,entropy_r3_std,entropy_r4_mean,entropy_r4_std,entropy_shadow_mean,entropy_shadow_std,entropy_recovery
harmbench_standard,qwen-7b-instruct,lenient:lenient,model_induced,fc,0.2,0,1600,0.459433641870243,0.5039035485471703,0.5855407755492054,0.5504342548228409,0.592605186056323,0.5112501619653289,0.49739058815984977,0.6074656095550106,0.4534831211267272,0.5447904593027671,0.4450419200388873,0.5838600672084144,0.9007752698792385,0.7818070380372342,0.4557333498403512
harmbench_standard,qwen-7b-instruct,lenient:lenient,model_induced,star,0.2,0,1600,0.4595367511413185,0.503831585378829,0.5542471372273365,0.549772468814104,0.6560283636143438,0.49093214913000005,0.5769478524824755,0.5756968146998297,0.4659728760009806,0.5730052531643706,0.41473324957522206,0.5295948966445925,0.5405050908794241,0.6759226768360164,0.12577184130420205
harmbench_standard,qwen-7b-instruct,lenient:lenient,model_induced,star,0.2,1,1600,0.459439333646392,0.5038458659340584,0.7122138768532573,0.6194200985874633,1.1009816675703477,0.5773752148118032,0.929139394193879,0.6099192925579116,0.9785159688197015,0.6239900415703139,1.0034513119313915,0.6160452474534813,0.7996486386471631,0.6114661560735638,-0.2038026732842284
harmbench_standard,qwen-7b-instruct,lenient:rigid,model_induced,fc,0.2,0,1600,0.45901370933327235,0.5033225506698968,0.5627521670259568,0.5128327836849514,0.6557056824897424,0.517483759853842,0.6928838564801744,0.6411743079204468,0.595748143425955,0.5754431107249185,0.5441960306987452,0.5402405086479605,0.9556913961884013,0.7314738545877012,0.41149536548965604
harmbench_standard,qwen-7b-instruct,lenient:rigid,model_induced,star,0.2,0,1600,0.4596698377565221,0.5040266407315378,0.5395062154901159,0.5380316471773402,0.6447618907523733,0.4915008297374955,0.6888467593285154,0.5529195054557633,0.6871269149952027,0.5597845561760899,0.5872704555674142,0.56198832010896,0.7127587736229728,0.6798892390123704,0.1254883180555586
harmbench_standard,qwen-7b-instruct,lenient:rigid,model_induced,star,0.2,1,1600,0.4596631534140376,0.5041120724928927,0.8249096384611473,0.6815652498062486,0.9560633407100663,0.6355475347518549,0.8976605383691826,0.6140750567225745,0.915537045007838,0.6384784676716606,0.8635187573816162,0.647209902448932,0.8669040531299652,0.5785593476769847,0.0033852957483490043
harmbench_standard,qwen-7b-instruct,rigid:lenient,model_induced,fc,0.2,0,1600,0.4796630605696028,0.5010115020195599,0.6016832271032386,0.5810767437362645,0.5728444269116139,0.49323892629222915,0.590681906112622,0.5959568502947727,0.5014855679825054,0.5733506463738031,0.46209367511358784,0.5321829248068393,0.8249443600471384,0.8043888655090814,0.3628506849335506
harmbench_standard,qwen-7b-instruct,rigid:lenient,model_induced,star,0.2,0,1600,0.47964038253201946,0.50082585229321,0.5077948153522448,0.5495010661394698,0.5804969399164908,0.5286319144209447,0.5630254543553648,0.5345564007435617,0.544479358913074,0.5763070057590439,0.48775191870117923,0.546442346938033,0.5639687524932089,0.6636923197745239,0.07621683379202965
harmbench_standard,qwen-7b-instruct,rigid:lenient,model_induced,star,0.2,1,1600,0.4794920883476896,0.5007601773923536,0.7762404484195717,0.6505987402313786,1.0398788653011606,0.600023507400166,0.9025838672038773,0.6771046907622162,1.0212516404439662,0.6300390779523418,0.97523020999663,0.6058137681514272,0.8001979091865294,0.5824945490260764,-0.17503230081010057
harmbench_standard,qwen-7b-instruct,rigid:rigid,model_induced,fc,0.2,0,1600,0.47931861231342693,0.5007372548857075,0.6109878494595704,0.5963839233238074,0.6154328166093798,0.5559720686452462,0.6480274537934517,0.629971216696864,0.5866038653790245,0.5532965946668656,0.5414209939191289,0.5335926781640269,0.9145848809565734,0.7353845249280435,0.3731638870374445
